Profile Name;Start Time;Duration;Attributes;Title;Supplemental Video Type;Device Type;Bookmark;Latest Bookmark;Country
Charlie;4/3/2013 05:55;00:44:50;;Star Trek: Deep Space Nine: Season 5: Things Past (Episode 8);;Mac;00:44:52;0:44:52;US (United States)
Charlie;4/3/2013 05:16;00:37:02;;Star Trek: Deep Space Nine: Season 5: Let He Who Is Without Sin.. (Episode 7);;Mac;00:44:27;0:44:27;US (United States)
Charlie;4/3/2013 00:31;00:07:27;;Star Trek: Deep Space Nine: Season 5: Let He Who Is Without Sin.. (Episode 7);;Microsoft Xbox 360;00:07:25;Not latest view;US (United States)
Charlie;3/3/2013 23:56;00:35:32;;Star Trek: Deep Space Nine: Season 5: Trials and Tribble-ations (Episode 6);;Microsoft Xbox 360;00:44:36;0:44:36;US (United States)
Charlie;3/3/2013 22:52;00:09:08;;Star Trek: Deep Space Nine: Season 5: Trials and Tribble-ations (Episode 6);;Mac;00:09:08;Not latest view;US (United States)
Charlie;3/3/2013 22:08;00:44:45;;Star Trek: Deep Space Nine: Season 5: The Assignment (Episode 5);;Mac;00:44:47;0:44:47;US (United States)
Charlie;3/3/2013 22:07;00:00:16;;Star Trek: Deep Space Nine: Season 5: ...Nor the Battle to the Strong (Episode 4);;Mac;00:00:16;0:00:16;US (United States)
Charlie;3/3/2013 06:26;00:44:15;;Star Trek: Deep Space Nine: Season 5: ...Nor the Battle to the Strong (Episode 4);;Mac;00:44:18;Not latest view;US (United States)
Charlie;3/3/2013 05:41;00:44:51;;Star Trek: Deep Space Nine: Season 5: Looking for Par'Mach in All the Wrong Places (Episode 3);;Mac;00:44:51;0:44:51;US (United States)
Charlie;3/3/2013 05:07;00:33:07;;Star Trek: Deep Space Nine: Season 5: The Ship (Episode 2);;Mac;00:44:36;0:44:36;US (United States)
Charlie;3/3/2013 01:28;00:11:30;;Star Trek: Deep Space Nine: Season 5: The Ship (Episode 2);;Mac;00:11:29;Not latest view;US (United States)
Charlie;3/3/2013 00:44;00:43:56;;Star Trek: Deep Space Nine: Season 5: Apocalypse Rising (Episode 1);;Mac;00:44:45;0:44:45;US (United States)
Charlie;2/3/2013 23:54;00:44:19;;Star Trek: Deep Space Nine: Season 4: Broken Link (Episode 25);;Mac;00:44:19;0:44:19;US (United States)
Charlie;2/3/2013 23:33;00:17:17;;Star Trek: Deep Space Nine: Season 4: Body Parts (Episode 24);;Mac;00:44:29;0:44:29;US (United States)
Charlie;2/3/2013 00:45;00:05:18;;Star Trek: Deep Space Nine: Season 4: Body Parts (Episode 24);;Mac;00:27:16;Not latest view;US (United States)
Charlie;1/3/2013 23:46;00:58:12;;Louis C.K.: Live at the Beacon Theater;;Mac;01:01:37;Not latest view;US (United States)
Charlie;1/3/2013 23:21;00:21:59;;Star Trek: Deep Space Nine: Season 4: Body Parts (Episode 24);;Mac;00:22:01;Not latest view;US (United States)
Charlie;1/3/2013 22:36;00:44:26;;Star Trek: Deep Space Nine: Season 4: The Quickening (Episode 23);;Mac;00:44:28;0:44:28;US (United States)
Charlie;1/3/2013 20:47;00:43:48;;Star Trek: Deep Space Nine: Season 4: To the Death (Episode 22);;Mac;00:43:48;0:43:48;US (United States)
